"gene","median","hazard_ratio","p_value","coefficient"
"LINC02024",0,1.29973349163695,0.468035068118034,0.262159237017687
"LINC02614",80.7123108712941,1.02887601647668,0.834909063454189,0.0284669602598164
"ZBTB20-AS2",0,0.520676246443511,0.35844725993657,-0.652626838360636
"WWTR1-AS1",12.2279020503199,1.2358903952648,0.121418664981262,0.211791678133237
"LINC02070",0,0.721279085520587,0.470588519385292,-0.326729135427914
"LINC01487",0,0.941490374165971,0.75348209933609,-0.0602911548713728
"SYNPR-AS1",0.721409746639451,1.06417250504595,0.648428195717552,0.0621975065805813
"LINC01192",0,0.829220112593008,0.21654124320689,-0.187269643296185
"LINC01997",0,1.38910949708867,0.293858729077391,0.328662892262477
"HNF1A-AS1",1.01899183752666,0.81871420151546,0.144597316674802,-0.200020216328464
"LINC00903",0,1.16947597162742,0.788314816668949,0.156555760980165
"PLSCR5-AS1",0,0.581466705074804,0.35151120844022,-0.542201565627743
"LINC00635",0,0.84931854748899,0.235733106948434,-0.163320959874653
"PTPRG-AS1",12.5667992332326,0.946890402858861,0.68876028905832,-0.0545719233710484
